Sample,Label,HMDB0012252,HMDB0004080,HMDB0001388,HMDB0001043,HMDB0006270,HMDB0000673,HMDB0005048,HMDB0010202,HMDB0004670,HMDB0004667,HMDB0004669,HMDB0003252,HMDB0004668,HMDB0004701,HMDB0004704,HMDB0004705,HMDB0004702,HMDB0062434,HMDB0003871,HMDB0004680,HMDB0060041,HMDB0002752,HMDB0001403,HMDB0001220,HMDB0001139,HMDB0002710,HMDB0004238,HMDB0004240,HMDB0002776,HMDB0002232,HMDB0004673,HMDB0002311,HMDB0002314,HMDB0002265,HMDB0006245,HMDB0002200,HMDB0003876,HMDB0004679,HMDB0006111,HMDB0001320,HMDB0244516,HMDB0002685,HMDB0005102,HMDB0060052,HMDB0062747,HMDB0013620,HMDB0010214,HMDB0060044,HMDB0060051,HMDB0060037,HMDB0060040,HMDB0060043,HMDB0060050,HMDB0004685,HMDB0060048,HMDB0060047,HMDB0002122,HMDB0005099,HMDB0012535,HMDB0003175,HMDB0002343,HMDB0001442,HMDB0001085
A19-137,Normal,8.744952735556327,11.459750194462305,6.292537618072335,15.360758454054688,15.069460282620835,15.082892227578068,13.770354420387724,3.3040399299961343,5.890082274340959,5.507030166292744,4.962291201782225,5.897680510405417,5.21099248465412,4.699185282876505,1.7996012984518712,2.586986206890074,4.466325810744365,3.736398124264884,6.460496959305299,1.5376088722757724,1.1411864145445456,-3.514556948283588,2.1262720041043552,1.5770278291057434,3.862071380798692,-4.1658749454489,-2.127053486968218,2.4439294813768933,2.291480124724244,5.340919971166311,5.074699161796719,2.944940185459698,1.810689172054412,2.77542204924887,1.5724356922262301,-1.8326645381523154,5.590230663356902,5.122898721798005,7.948095697929834,2.405106465733502,0.5480470620900502,1.7027170713896655,-0.6011544682257155,3.7765595283167985,5.460821606220663,3.5579299265688364,1.4475768104449376,5.30505454532452,3.548801731037943,3.1779394170196396,4.464919968196255,3.3995446845549777,3.285920938639848,3.0243120560317753,4.68412671719758,2.6766003978874426,4.485611754630528,-4.665597954750336,4.252760004468154,-0.7594712151025211,2.0731444803541157,-0.303159736605636,4.057743300630518
A19-139,Normal,8.660981690779742,11.245607995738409,3.383252054907748,15.365853226415235,15.105132545640432,15.120705308294449,13.778168968912171,5.967285284433406,6.207571386152509,5.284144667254671,4.615581543176363,7.644200967014439,5.051224067363969,4.545439552766025,1.6234324245915146,2.8536410966561183,4.003694179518116,3.742450926639844,6.830922618896381,1.445060383672276,3.626385156694375,1.8163697522253013,4.449164974105462,3.558154629747954,4.413639492959131,2.2418214243905585,2.818277330472727,3.053141867597883,3.355679262695706,4.8184890794447375,4.585491778164068,2.99347548524835,1.8285351191164705,2.5161096635680917,1.6370860495505917,6.812546912384875,5.46818990500131,3.9482404972104126,10.722161177874984,3.3530057252268457,1.3176356166511567,2.5722193141379077,1.7789369043227905,3.3215210079981086,5.957254120014456,3.0126161756589904,2.0088002954787822,7.3267673637698945,-1.270890139270579,3.0957499575768437,5.809252937291851,3.881141171711967,2.6431167748854496,1.3443581895907095,5.779904892393756,3.3242788144036868,3.798095733491551,3.9959599812270303,5.610664677527797,3.3225511677668678,1.7733983022159423,1.6226314317454025,1.8601815044111305
A19-165,Normal,8.984562907954837,11.489867835406415,7.188192750335842,15.170069026262327,14.942636685840418,14.990983534552392,13.628529382868757,4.390822038310924,6.466741840305529,5.734191370565326,4.585315682657919,7.005628605248454,5.213297429304458,4.4513071318269155,1.9478702809628816,2.2784506429182536,3.9720248696029348,3.5108731408827234,5.788673813029854,1.4614160469437698,3.3079077232873684,0.9339747371754685,4.292504362215533,3.5777865191306133,4.745966427189297,1.6063789778763808,1.7099901562999305,3.230771753785064,2.8424996132041898,4.815437249188679,4.6006250686018095,2.813405152577564,1.9628197182087108,2.6817254547439653,0.7187520341902092,8.312492621186284,5.842968752840375,5.068339889165822,9.329650625900705,2.822002699102295,0.7375670847984346,2.7800390116376628,1.5863092558739509,3.5797171075513106,5.002706756717832,2.785855751369189,1.2367532313855913,6.098503908050779,3.385655406216901,3.098909923749159,4.7109875637906935,3.5227163302365567,3.2255735204331724,2.2927113820453644,4.943667717214696,3.001056596652131,3.8592309255931183,2.6262224070195734,4.094168401177797,3.130371820284453,-0.8295904156803706,1.882373681409634,1.2236035760575228
A19-181,Normal,8.715074196356612,10.894918873382592,3.4573459094445282,15.305564190342762,15.015739358409677,15.069576521668967,13.778191827202447,4.438871869179261,6.067151255738646,5.298719560182876,4.546484649014643,6.8102878080471205,5.026677070221466,4.459083047483054,1.5727687236824506,2.30632574764862,3.550144668126922,3.822752681111634,6.805456205348368,1.5166047700266228,3.3155834212702824,0.9398096506593674,4.198340701769078,3.237560003013701,3.8831093402210954,1.027000931740443,1.6933117135486202,2.73881103182704,2.6883139724664233,4.565490433745077,4.449433502117416,2.308132853113775,1.105940708214137,1.9463615780061505,1.4018644783293368,0.3569993111328418,4.940144013086539,3.9031226288179797,9.461997874824952,2.8332206844673617,0.55310506390381,2.5417305059556274,1.3896895207222872,2.889444120627972,4.807288522260357,2.959189154932212,1.8115026540736792,6.20278909888394,-3.1651857002471306,2.637018716120462,4.492964502974384,3.508001197395831,2.9264621838015668,2.0341427204848714,4.4816957030894535,2.35231879724894,2.9681820239911865,2.386796403190873,4.823625489255888,3.3581233373550914,1.5547547462933906,1.5459798594678362,0.9128653379676359
A19-191,Normal,8.107082322106772,10.98288452458575,6.206432421501087,14.89120858240012,14.472232020392402,14.525269327110836,13.276612370981436,4.849430390935519,5.685452681708056,5.254395164698581,4.172648747579472,6.765948671434285,5.101184424657622,3.8258879223425026,1.0913507916240686,2.268017847957513,4.102396556399651,3.1804453962637043,4.8742747073324955,1.4732813534968539,3.639549128511877,1.5851125774278907,4.745159323104989,3.5899090019771736,4.03833633924401,2.274182442997183,2.2824402251258316,3.261606862516951,2.8615389969736604,4.6238848083742194,4.581418202433908,2.862705927333719,1.624820858641934,2.450836567146327,0.9785520441815658,0.11051759672788997,5.821529682011788,5.188529810602798,9.779476133566538,2.9094430014583,-0.6221483605460345,1.7819867529021522,1.5590721437296697,3.3567654454358014,5.060755791502006,2.913305511220075,1.1114956965500398,6.563715087274626,3.718361448445939,3.6181375666620665,4.845537206614327,3.9326290345553425,2.984001313189232,1.910982920081978,5.173632420815886,3.1660298106454623,4.050131307857429,2.9599608059201348,4.707897473293786,3.413145707030072,1.6884603464907448,1.3631834416797484,-0.4531222657009648
A19-229,Normal,8.057518542000793,11.165621657260663,6.983262062370067,15.180806220628611,14.88946748217894,14.931957852370736,13.542768424861249,3.74736006864211,6.403935703958214,5.4144007508503345,4.6109460162419325,7.518546487689592,5.152743606532724,4.094908022988341,1.1584196637591777,2.374965516819556,3.5630256841630334,3.8212626254678552,6.458176594522761,1.3590719962376847,4.295071486493473,2.293002833819731,4.991931213715924,4.48473141783916,5.028926923958604,3.035931873257352,2.8922027242121064,4.167612469694675,4.079795320145101,4.675306292358091,4.480209027404267,2.7795318185764613,1.9350287380586728,2.7064105440884068,1.3100179330016584,-0.3973902610939164,5.996427761372379,4.705646411935271,9.82775278900173,4.104670900916255,1.3840340226136483,2.507306276698927,1.841042235125304,2.9549541904674657,5.408126679316309,2.8371026387731213,1.4588471037472666,6.0729039881599665,0.7399615220022586,2.8098278516807444,4.3440868407713245,3.8899374959775765,2.630321380505652,3.1976789747058856,4.908085177486415,2.81055141181222,3.9109692055402863,1.0407605199079533,5.074570916571641,3.439660550368091,2.3925416190132722,1.8289229010520005,5.113200869858686
A19-230,Normal,8.928960441407755,11.870432134499806,6.561905187765497,14.757131306405602,14.427042618575273,14.495395540268731,13.156776538773254,3.647496777946137,5.90629312293767,5.273521346310619,4.66806368721306,6.166592572869208,-0.8054711045081948,4.357158547454163,1.3620371585508808,2.3925574686743922,4.182038894803309,3.837006575908684,6.70456379985935,2.060833056737345,2.9587904739771704,0.8589580425293559,3.788464496040425,3.229732582398845,3.2831551381474955,1.2703800287583906,1.1542733472798026,2.5613076314725145,2.855789875184068,5.188643859576697,5.060937926046586,2.3556216847967977,1.792098188369186,2.5117322773694126,1.3282806870803494,-1.6841331480772141,5.3509168764880135,4.916142463554715,8.697155933101065,2.957473091867927,0.8924194219816175,2.01819492780862,0.6958575497496946,3.254240146161267,4.738976639598655,2.536790436169458,1.3209584832298336,4.785810350147516,3.869689689087135,2.187753897900771,3.715833564179799,2.214991824717948,2.670139506618035,2.6200840437129362,3.607564411741575,1.7836205767189044,4.3711415292183755,2.301860461591794,4.26436346689833,2.8689674919049644,-7.127703618604592,0.6179183392740774,0.7945699077282127
A19-237,Normal,9.239797668266354,11.86967073909138,6.809171453751833,14.741517879225496,14.500435942459202,14.54658882971285,13.14324649197845,5.080968893377858,6.45505081116837,5.589104755826988,4.114595563644987,6.981021348255951,4.3298582031824235,4.385973980711386,2.1026544482641905,3.2661756656767085,4.628194335034566,5.01901630960494,6.3901201933375775,1.715938610016136,3.599718783588251,1.2828341439568922,4.336039544097325,3.7282041571481876,3.902122810522943,1.5551941401769096,1.787302770737534,2.5773833695396497,3.414827915390729,4.772336664799613,4.534600350347254,2.826550887231368,2.1501517638272496,3.1882403219030677,1.2611890239461836,5.367114918571586,5.2868586726637625,4.663417935415598,10.257398494513396,3.5386993138724896,1.190642819777601,1.9418015093494516,1.3084528053171982,2.6604363630717605,5.400797727173584,2.7454223610529565,1.9982062708486823,6.570440621820779,-1.3867143728358482,2.9115639634180064,4.904262620308029,3.632920067745397,2.5039630006728375,2.7646203403676406,4.853051388903815,2.3603493942215756,3.713153715813761,3.0803552430530106,5.659603416996005,3.12085320769467,1.5191724187377103,1.1816316269540361,-3.4531007899149673
A19-247,Normal,9.792324830607317,12.77077811499241,6.871751642949368,15.262114356168242,15.008266432554457,15.030386723677516,13.704300007986363,4.653432880663295,6.052050222200894,5.364430134187237,4.9457557106874965,7.722685034188063,5.360265719794619,4.167795662940068,2.159437496178244,2.468702979757934,4.304461884256283,3.5899899156206194,6.175604939857141,1.4655996411272179,3.5461365952089,1.4531568814618365,4.374003901752992,3.5930803412763335,4.241133520147267,1.9845453162344506,2.5234128949640513,4.030809801143848,4.134550385217677,5.133342398051347,5.018002906032105,2.265593689881721,1.692451970030418,2.429633828502019,1.228550250894197,0.044568318907943105,5.202457674929876,4.455597776783007,10.111456641710541,4.008530659734535,1.959286575038903,2.2201497062783666,1.4389703414511157,2.3198251161908603,5.065353521084213,2.7994985608074,2.0716959276080646,6.7008590885901915,-1.7168203359955465,3.146229410833221,5.149376986484355,3.5104435050312377,2.7718658476216187,3.0463063600171947,5.36017333317664,2.9168470930353902,3.6711169126384067,3.1518424302927692,5.506076015108377,3.6706445333541824,1.685058415270174,1.1379742626940157,4.0726349015154195
B20-023,Normal,7.660343613552121,10.516697553633582,6.253789538741246,15.274544083830476,14.883929566773116,14.925022976744293,13.672912076042516,3.2207242158262743,6.045051833195371,5.2768352186486664,4.2034141079424465,6.923263036532121,3.5663010040374368,4.152243598635889,1.8361975614099073,2.42208163899341,4.78261587794122,-1.627443216827376,3.7140907310256708,1.470105618029165,3.48757135109723,1.076864139520373,4.753883357752656,3.3651985962009623,4.095125365352595,1.8159415173445446,2.141480422100402,3.109703471074583,3.6752039390842075,4.986830255787186,4.6576568495819055,2.815927147267845,1.8479342130691183,2.269651456564718,1.4186463789550812,7.9307931936530895,5.561429691441376,5.19136756079761,8.031161469369815,3.6923198878107613,2.894078278720958,2.5394973176740834,1.684172802799632,3.586086394354834,4.231498959913749,2.6889841349047185,1.467399550724543,4.719744758308088,4.195425678356715,2.7868028807623473,3.9704396581842105,3.234278251128113,2.805093108654209,3.6882895915119174,3.9870055635483386,2.279973059249241,4.37709632884872,0.42425283560250504,5.599816154098126,2.8102521937556686,2.243280487708045,0.061181764060520116,3.5969566402662796
